code,language,model,split,target,source,features,cleaned_code
"public void elementAdded(QueryControllerEntity element) {
		if (element instanceof QueryControllerGroup) {
			QueryControllerGroup group = (QueryControllerGroup) element;
			QueryGroupTreeElement ele = new QueryGroupTreeElement(group.getID());
			insertNodeInto(ele, (DefaultMutableTreeNode) root, root.getChildCount());
			nodeStructureChanged(root);
		} else if (element instanceof QueryControllerQuery) {
			QueryControllerQuery query = (QueryControllerQuery) element;
			QueryTreeElement ele = new QueryTreeElement(query.getID(), query.getQuery());
			insertNodeInto(ele, (DefaultMutableTreeNode) root, root.getChildCount());
			nodeStructureChanged(root);
		}
	}",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 10.057692307692308, 'avgLineLength': 50.38461538461539, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.15384615384615385, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 3, 'whiteSpaceRatio': 0.1199400299850075}","public void elementAdded(QueryControllerEntity element) {
		if (element instanceof QueryControllerGroup) {
			QueryControllerGroup group = (QueryControllerGroup) element;
			QueryGroupTreeElement ele = new QueryGroupTreeElement(group.getID());
			insertNodeInto(ele, (DefaultMutableTreeNode) root, root.getChildCount());
			nodeStructureChanged(root);
		} else if (element instanceof QueryControllerQuery) {
			QueryControllerQuery query = (QueryControllerQuery) element;
			QueryTreeElement ele = new QueryTreeElement(query.getID(), query.getQuery());
			insertNodeInto(ele, (DefaultMutableTreeNode) root, root.getChildCount());
			nodeStructureChanged(root);
		}
	}"
"void nPermute(string str, long long n) {
  sort((str).begin(), (str).end());
  long long i = 1;
  do {

 if (i == n) break;

 i++;
  } while (next_permutation(str.begin(), str.end()));
  cout << str << endl;
}",cpp,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 3.7419354838709675, 'avgLineLength': 18.09090909090909, 'emptyLinesDensity': 0.18181818181818182, 'functionDefinitionDensity': 19.09090909090909, 'maintainabilityIndex': 1.9444444444444358, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.215311004784689}","void nPermute(string str, long long n) {
  sort((str).begin(), (str).end());
  long long i = 1;
  do {

 if (i == n) break;

 i++;
  } while (next_permutation(str.begin(), str.end()));
  cout << str << endl;
}"
"def get_partition(url, headers, source_id, container, partition):
    """"""Serializable function for fetching a data source partition

    Parameters
    ----------
    url: str
        Server address
    headers: dict
        HTTP header parameters
    source_id: str
        ID of the source in the server's cache (unique per user)
    container: str
        Type of data, like ""dataframe"" one of ``intake.container.container_map``
    partition: serializable
        Part of data to fetch, e.g., an integer for a dataframe.
    """"""
    accepted_formats = list(serializer.format_registry.keys())
    accepted_compression = list(serializer.compression_registry.keys())
    payload = dict(action='read',
                   source_id=source_id,
                   accepted_formats=accepted_formats,
                   accepted_compression=accepted_compression)

    if partition is not None:
        payload['partition'] = partition

    try:
        resp = requests.post(urljoin(url, '/v1/source'),
                             data=msgpack.packb(payload, use_bin_type=True),
                             **headers)
        if resp.status_code != 200:
            raise Exception('Error reading data')

        msg = msgpack.unpackb(resp.content, **unpack_kwargs)
        format = msg['format']
        compression = msg['compression']
        compressor = serializer.compression_registry[compression]
        encoder = serializer.format_registry[format]
        chunk = encoder.decode(compressor.decompress(msg['data']),
                               container)
        return chunk
    finally:
        if resp is not None:
            resp.close()",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 6.52258064516129, 'avgLineLength': 36.5, 'emptyLinesDensity': 0.09090909090909091, 'functionDefinitionDensity': 0.022727272727272728, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.2959369314736204}","def get_partition(url, headers, source_id, container, partition):
    
    accepted_formats = list(serializer.format_registry.keys())
    accepted_compression = list(serializer.compression_registry.keys())
    payload = dict(action='read',
                   source_id=source_id,
                   accepted_formats=accepted_formats,
                   accepted_compression=accepted_compression)

    if partition is not None:
        payload['partition'] = partition

    try:
        resp = requests.post(urljoin(url, '/v1/source'),
                             data=msgpack.packb(payload, use_bin_type=True),
                             **headers)
        if resp.status_code != 200:
            raise Exception('Error reading data')

        msg = msgpack.unpackb(resp.content, **unpack_kwargs)
        format = msg['format']
        compression = msg['compression']
        compressor = serializer.compression_registry[compression]
        encoder = serializer.format_registry[format]
        chunk = encoder.decode(compressor.decompress(msg['data']),
                               container)
        return chunk
    finally:
        if resp is not None:
            resp.close()"
"protected <R extends Closeable> R registerReporter(final R reporter) {
		if (this.reporters == null) {
			this.reporters = new HashSet<Closeable>();
		}
		this.reporters.add(reporter);
		return reporter;
	}",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 6.083333333333333, 'avgLineLength': 28.571428571428573, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.14285714285714285, 'maintainabilityIndex': 17.74142857142856, 'maxDecisionTokens': 3, 'whiteSpaceRatio': 0.1650485436893204}","protected <R extends Closeable> R registerReporter(final R reporter) {
		if (this.reporters == null) {
			this.reporters = new HashSet<Closeable>();
		}
		this.reporters.add(reporter);
		return reporter;
	}"
"inline int readAns(int req) {
  cout << req << endl;
  int q;
  cin >> q;
  if (q == 0) {

 exit(0);
  }
  return q;
}",cpp,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 3.0, 'avgLineLength': 10.9, 'emptyLinesDensity': 0.1, 'functionDefinitionDensity': 11.9, 'maintainabilityIndex': 75.45222222222222, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.3220338983050847}","inline int readAns(int req) {
  cout << req << endl;
  int q;
  cin >> q;
  if (q == 0) {

 exit(0);
  }
  return q;
}"
"private void handleTmpView(View v) {
        Address new_coord=v.getCoord();
        if(new_coord != null && !new_coord.equals(coord) && local_addr != null && local_addr.equals(new_coord))
            handleViewChange(v);
    }",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 6.590909090909091, 'avgLineLength': 44.6, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.2, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 5, 'whiteSpaceRatio': 0.22466960352422907}","private void handleTmpView(View v) {
        Address new_coord=v.getCoord();
        if(new_coord != null && !new_coord.equals(coord) && local_addr != null && local_addr.equals(new_coord))
            handleViewChange(v);
    }"
"def save(**kwargs):
    '''
    Save all scheduled jobs on the minion

    CLI Example:

    .. code-block:: bash

        salt '*' schedule.save
    '''

    ret = {'comment': [],
           'result': True}

    if 'test' in kwargs and kwargs['test']:
        ret['comment'] = 'Schedule would be saved.'
    else:
        try:
            eventer = salt.utils.event.get_event('minion', opts=__opts__)
            res = __salt__['event.fire']({'func': 'save_schedule'}, 'manage_schedule')
            if res:
                event_ret = eventer.get_event(tag='/salt/minion/minion_schedule_saved', wait=30)
                if event_ret and event_ret['complete']:
                    ret['result'] = True
                    ret['comment'] = 'Schedule (non-pillar items) saved.'
                else:
                    ret['result'] = False
                    ret['comment'] = 'Failed to save schedule.'
        except KeyError:
            # Effectively a no-op, since we can't really return without an event system
            ret['comment'] = 'Event module not available. Schedule save failed.'
    return ret",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 5.208695652173913, 'avgLineLength': 33.8125, 'emptyLinesDensity': 0.15625, 'functionDefinitionDensity': 0.03125, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.3360287511230907}","def save(**kwargs):
    

    ret = {'comment': [],
           'result': True}

    if 'test' in kwargs and kwargs['test']:
        ret['comment'] = 'Schedule would be saved.'
    else:
        try:
            eventer = salt.utils.event.get_event('minion', opts=__opts__)
            res = __salt__['event.fire']({'func': 'save_schedule'}, 'manage_schedule')
            if res:
                event_ret = eventer.get_event(tag='/salt/minion/minion_schedule_saved', wait=30)
                if event_ret and event_ret['complete']:
                    ret['result'] = True
                    ret['comment'] = 'Schedule (non-pillar items) saved.'
                else:
                    ret['result'] = False
                    ret['comment'] = 'Failed to save schedule.'
        except KeyError:
            
            ret['comment'] = 'Event module not available. Schedule save failed.'
    return ret"
"def add_vertex(self, vertex):
        """"""Adds a new vertex to the graph if not present.

        :param vertex: Vertex
        :return: ``True`` if ``vertex`` added and not yet present. ``False`` otherwise.
        """"""
        if vertex not in self._vertices:
            self._vertices.add(vertex)
            return True

        return False",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 4.714285714285714, 'avgLineLength': 31.272727272727273, 'emptyLinesDensity': 0.18181818181818182, 'functionDefinitionDensity': 0.09090909090909091, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.3418079096045198}","def add_vertex(self, vertex):
        
        if vertex not in self._vertices:
            self._vertices.add(vertex)
            return True

        return False"
"public static void constraintMatrix6x3( DMatrixRMaj L_6x10 , DMatrixRMaj L_6x3 ) {

		int index = 0;
		for( int i = 0; i < 6; i++ ) {
			L_6x3.data[index++] = L_6x10.get(i,0);
			L_6x3.data[index++] = L_6x10.get(i,1);
			L_6x3.data[index++] = L_6x10.get(i,4);
		}
	}",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 4.17948717948718, 'avgLineLength': 28.666666666666668, 'emptyLinesDensity': 0.1111111111111111, 'functionDefinitionDensity': 0.1111111111111111, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 6, 'whiteSpaceRatio': 0.19924812030075187}","public static void constraintMatrix6x3( DMatrixRMaj L_6x10 , DMatrixRMaj L_6x3 ) {

		int index = 0;
		for( int i = 0; i < 6; i++ ) {
			L_6x3.data[index++] = L_6x10.get(i,0);
			L_6x3.data[index++] = L_6x10.get(i,1);
			L_6x3.data[index++] = L_6x10.get(i,4);
		}
	}"
"def execute(self, eopatch):
        """"""
        :param eopatch: Input EOPatch.
        :type eopatch: EOPatch
        :return: Transformed eo patch
        :rtype: EOPatch
        """"""
        feature_type, feature_name = next(self.feature(eopatch))

        good_idxs = self._get_filtered_indices(eopatch[feature_type][feature_name] if feature_name is not ... else
                                               eopatch[feature_type])

        for feature_type, feature_name in self.filter_features(eopatch):
            if feature_type.is_time_dependent():
                if feature_type.has_dict():
                    if feature_type.contains_ndarrays():
                        eopatch[feature_type][feature_name] = np.asarray([eopatch[feature_type][feature_name][idx] for
                                                                          idx in good_idxs])
                    # else:
                    #     NotImplemented
                else:
                    eopatch[feature_type] = [eopatch[feature_type][idx] for idx in good_idxs]

        self._update_other_data(eopatch)

        return eopatch",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 7.365853658536586, 'avgLineLength': 42.15384615384615, 'emptyLinesDensity': 0.15384615384615385, 'functionDefinitionDensity': 0.038461538461538464, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.38269402319357715}","def execute(self, eopatch):
        
        feature_type, feature_name = next(self.feature(eopatch))

        good_idxs = self._get_filtered_indices(eopatch[feature_type][feature_name] if feature_name is not ... else
                                               eopatch[feature_type])

        for feature_type, feature_name in self.filter_features(eopatch):
            if feature_type.is_time_dependent():
                if feature_type.has_dict():
                    if feature_type.contains_ndarrays():
                        eopatch[feature_type][feature_name] = np.asarray([eopatch[feature_type][feature_name][idx] for
                                                                          idx in good_idxs])
                    
                    
                else:
                    eopatch[feature_type] = [eopatch[feature_type][idx] for idx in good_idxs]

        self._update_other_data(eopatch)

        return eopatch"
"def RX(angle, qubit):
    """"""Produces the RX gate::

        RX(phi) = [[cos(phi / 2), -1j * sin(phi / 2)],
                   [-1j * sin(phi / 2), cos(phi / 2)]]

    This gate is a single qubit X-rotation.

    :param angle: The angle to rotate around the x-axis on the bloch sphere.
    :param qubit: The qubit apply the gate to.
    :returns: A Gate object.
    """"""
    return Gate(name=""RX"", params=[angle], qubits=[unpack_qubit(qubit)])",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 3.8208955223880596, 'avgLineLength': 33.07692307692308, 'emptyLinesDensity': 0.23076923076923078, 'functionDefinitionDensity': 0.07692307692307693, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.2692307692307692}","def RX(angle, qubit):
    
    return Gate(name=""RX"", params=[angle], qubits=[unpack_qubit(qubit)])"
"def _represent_argument(directive_location, context, argument, inferred_type):
    """"""Return a two-element tuple that represents the argument to the directive being processed.

    Args:
        directive_location: Location where the directive is used.
        context: dict, various per-compilation data (e.g. declared tags, whether the current block
                 is optional, etc.). May be mutated in-place in this function!
        argument: string, the name of the argument to the directive
        inferred_type: GraphQL type object specifying the inferred type of the argument

    Returns:
        (argument_expression, non_existence_expression)
            - argument_expression: an Expression object that captures the semantics of the argument
            - non_existence_expression: None or Expression object;
              If the current block is not optional, this is set to None. Otherwise, it is an
              expression that will evaluate to True if the argument is skipped as optional and
              therefore not present, and False otherwise.
    """"""
    # Regardless of what kind of variable we are dealing with,
    # we want to ensure its name is valid.
    argument_name = argument[1:]
    validate_safe_string(argument_name)

    if is_variable_argument(argument):
        existing_type = context['inputs'].get(argument_name, inferred_type)
        if not inferred_type.is_same_type(existing_type):
            raise GraphQLCompilationError(u'Incompatible types inferred for argument {}. '
                                          u'The argument cannot simultaneously be '
                                          u'{} and {}.'.format(argument, existing_type,
                                                               inferred_type))
        context['inputs'][argument_name] = inferred_type

        return (expressions.Variable(argument, inferred_type), None)
    elif is_tag_argument(argument):
        argument_context = context['tags'].get(argument_name, None)
        if argument_context is None:
            raise GraphQLCompilationError(u'Undeclared argument used: {}'.format(argument))

        location = argument_context['location']
        optional = argument_context['optional']
        tag_inferred_type = argument_context['type']

        if location is None:
            raise AssertionError(u'Argument declared without location: {}'.format(argument_name))

        if location.field is None:
            raise AssertionError(u'Argument location is not a property field: {}'.format(location))

        if not inferred_type.is_same_type(tag_inferred_type):
            raise GraphQLCompilationError(u'The inferred type of the matching @tag directive does '
                                          u'not match the inferred required type for this filter: '
                                          u'{} vs {}'.format(tag_inferred_type, inferred_type))

        # Check whether the argument is a field on the vertex on which the directive is applied.
        field_is_local = directive_location.at_vertex() == location.at_vertex()

        non_existence_expression = None
        if optional:
            if field_is_local:
                non_existence_expression = expressions.FalseLiteral
            else:
                non_existence_expression = expressions.BinaryComposition(
                    u'=',
                    expressions.ContextFieldExistence(location.at_vertex()),
                    expressions.FalseLiteral)

        if field_is_local:
            representation = expressions.LocalField(argument_name)
        else:
            representation = expressions.ContextField(location, tag_inferred_type)

        return (representation, non_existence_expression)
    else:
        # If we want to support literal arguments, add them here.
        raise GraphQLCompilationError(u'Non-argument type found: {}'.format(argument))",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 6.975274725274725, 'avgLineLength': 51.0, 'emptyLinesDensity': 0.16, 'functionDefinitionDensity': 0.013333333333333334, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.28391895357784047}","def _represent_argument(directive_location, context, argument, inferred_type):
    
    
    
    argument_name = argument[1:]
    validate_safe_string(argument_name)

    if is_variable_argument(argument):
        existing_type = context['inputs'].get(argument_name, inferred_type)
        if not inferred_type.is_same_type(existing_type):
            raise GraphQLCompilationError(u'Incompatible types inferred for argument {}. '
                                          u'The argument cannot simultaneously be '
                                          u'{} and {}.'.format(argument, existing_type,
                                                               inferred_type))
        context['inputs'][argument_name] = inferred_type

        return (expressions.Variable(argument, inferred_type), None)
    elif is_tag_argument(argument):
        argument_context = context['tags'].get(argument_name, None)
        if argument_context is None:
            raise GraphQLCompilationError(u'Undeclared argument used: {}'.format(argument))

        location = argument_context['location']
        optional = argument_context['optional']
        tag_inferred_type = argument_context['type']

        if location is None:
            raise AssertionError(u'Argument declared without location: {}'.format(argument_name))

        if location.field is None:
            raise AssertionError(u'Argument location is not a property field: {}'.format(location))

        if not inferred_type.is_same_type(tag_inferred_type):
            raise GraphQLCompilationError(u'The inferred type of the matching @tag directive does '
                                          u'not match the inferred required type for this filter: '
                                          u'{} vs {}'.format(tag_inferred_type, inferred_type))

        
        field_is_local = directive_location.at_vertex() == location.at_vertex()

        non_existence_expression = None
        if optional:
            if field_is_local:
                non_existence_expression = expressions.FalseLiteral
            else:
                non_existence_expression = expressions.BinaryComposition(
                    u'=',
                    expressions.ContextFieldExistence(location.at_vertex()),
                    expressions.FalseLiteral)

        if field_is_local:
            representation = expressions.LocalField(argument_name)
        else:
            representation = expressions.ContextField(location, tag_inferred_type)

        return (representation, non_existence_expression)
    else:
        
        raise GraphQLCompilationError(u'Non-argument type found: {}'.format(argument))"
"public Matrix3f scale(Vector3fc xyz, Matrix3f dest) {
        return scale(xyz.x(), xyz.y(), xyz.z(), dest);
    }",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 4.375, 'avgLineLength': 37.333333333333336, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.3333333333333333, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.21052631578947367}","public Matrix3f scale(Vector3fc xyz, Matrix3f dest) {
        return scale(xyz.x(), xyz.y(), xyz.z(), dest);
    }"
"@Override
	public CPOptionCategory create(long CPOptionCategoryId) {
		CPOptionCategory cpOptionCategory = new CPOptionCategoryImpl();

		cpOptionCategory.setNew(true);
		cpOptionCategory.setPrimaryKey(CPOptionCategoryId);

		String uuid = PortalUUIDUtil.generate();

		cpOptionCategory.setUuid(uuid);

		cpOptionCategory.setCompanyId(companyProvider.getCompanyId());

		return cpOptionCategory;
	}",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 11.10344827586207, 'avgLineLength': 25.6, 'emptyLinesDensity': 0.3333333333333333, 'functionDefinitionDensity': 0.06666666666666667, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.10552763819095477}","@Override
	public CPOptionCategory create(long CPOptionCategoryId) {
		CPOptionCategory cpOptionCategory = new CPOptionCategoryImpl();

		cpOptionCategory.setNew(true);
		cpOptionCategory.setPrimaryKey(CPOptionCategoryId);

		String uuid = PortalUUIDUtil.generate();

		cpOptionCategory.setUuid(uuid);

		cpOptionCategory.setCompanyId(companyProvider.getCompanyId());

		return cpOptionCategory;
	}"
"@Override
	public void cacheResult(CPOptionCategory cpOptionCategory) {
		entityCache.putResult(CPOptionCategoryModelImpl.ENTITY_CACHE_ENABLED,
			CPOptionCategoryImpl.class, cpOptionCategory.getPrimaryKey(),
			cpOptionCategory);

		finderCache.putResult(FINDER_PATH_FETCH_BY_UUID_G,
			new Object[] {
				cpOptionCategory.getUuid(), cpOptionCategory.getGroupId()
			}, cpOptionCategory);

		finderCache.putResult(FINDER_PATH_FETCH_BY_G_K,
			new Object[] {
				cpOptionCategory.getGroupId(), cpOptionCategory.getKey()
			}, cpOptionCategory);

		cpOptionCategory.resetOriginalValues();
	}",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 12.675675675675675, 'avgLineLength': 31.833333333333332, 'emptyLinesDensity': 0.16666666666666666, 'functionDefinitionDensity': 0.05555555555555555, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.11186440677966102}","@Override
	public void cacheResult(CPOptionCategory cpOptionCategory) {
		entityCache.putResult(CPOptionCategoryModelImpl.ENTITY_CACHE_ENABLED,
			CPOptionCategoryImpl.class, cpOptionCategory.getPrimaryKey(),
			cpOptionCategory);

		finderCache.putResult(FINDER_PATH_FETCH_BY_UUID_G,
			new Object[] {
				cpOptionCategory.getUuid(), cpOptionCategory.getGroupId()
			}, cpOptionCategory);

		finderCache.putResult(FINDER_PATH_FETCH_BY_G_K,
			new Object[] {
				cpOptionCategory.getGroupId(), cpOptionCategory.getKey()
			}, cpOptionCategory);

		cpOptionCategory.resetOriginalValues();
	}"
"def success(request, message, extra_tags='', fail_silently=False):
    """"""Adds a message with the ``SUCCESS`` level.""""""
    add_message(request, constants.SUCCESS, message, extra_tags=extra_tags,
                fail_silently=fail_silently)",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 7.391304347826087, 'avgLineLength': 59.25, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.25, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.16666666666666666}","def success(request, message, extra_tags='', fail_silently=False):
    
    add_message(request, constants.SUCCESS, message, extra_tags=extra_tags,
                fail_silently=fail_silently)"
"bool discover(int n, const vector<string>& ma, vector<vector<int> >& has_p) {
  bool found = false;
  for (int i = 0; i < (n); ++i) {

 for (int j = 0; j < (n); ++j) {


int points = ma[i][j] -  0 ;


int has_point = 0;


int no_point = 0;


for (int u = 0; u < (2); ++u) {


  for (int v = 0; v < (2); ++v) {



 int i1 = i + u;



 int j1 = j + v;



 has_point += has_p[i1][j1] == 1;



 no_point += has_p[i1][j1] == -1;


  }


}


points -= has_point;


int left_points = 4 - has_point - no_point;


if ((points == 0 || points == left_points) && left_points > 0) {


  found = true;


  int val = points == 0 ? -1 : 1;


  for (int u = 0; u < (2); ++u) {



 for (int v = 0; v < (2); ++v) {




int i1 = i + u;




int j1 = j + v;




if (has_p[i1][j1] == 0) {




  has_p[i1][j1] = val;




}



 }


  }


}

 }
  }
  return found;
}",cpp,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 2.9921875, 'avgLineLength': 7.086538461538462, 'emptyLinesDensity': 0.6730769230769231, 'functionDefinitionDensity': 8.086538461538462, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.33214285714285713}","bool discover(int n, const vector<string>& ma, vector<vector<int> >& has_p) {
  bool found = false;
  for (int i = 0; i < (n); ++i) {

 for (int j = 0; j < (n); ++j) {


int points = ma[i][j] -  0 ;


int has_point = 0;


int no_point = 0;


for (int u = 0; u < (2); ++u) {


  for (int v = 0; v < (2); ++v) {



 int i1 = i + u;



 int j1 = j + v;



 has_point += has_p[i1][j1] == 1;



 no_point += has_p[i1][j1] == -1;


  }


}


points -= has_point;


int left_points = 4 - has_point - no_point;


if ((points == 0 || points == left_points) && left_points > 0) {


  found = true;


  int val = points == 0 ? -1 : 1;


  for (int u = 0; u < (2); ++u) {



 for (int v = 0; v < (2); ++v) {




int i1 = i + u;




int j1 = j + v;




if (has_p[i1][j1] == 0) {




  has_p[i1][j1] = val;




}



 }


  }


}

 }
  }
  return found;
}"
"def satisfies_constraint(self, site):
        """"""
        Checks if a periodic site satisfies the constraint.
        """"""
        if not site.is_ordered:
            return False

        if self.species_constraints \
                and str(site.specie) in self.species_constraints:
            satisfies_constraints = True
        else:
            satisfies_constraints = False

        if self.site_constraint_name \
                and self.site_constraint_name in site.properties:
            prop = site.properties[self.site_constraint_name]
            if prop in self.site_constraints:
                satisfies_constraints = True
            else:
                satisfies_constraints = False

        return satisfies_constraints",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 7.559322033898305, 'avgLineLength': 32.72727272727273, 'emptyLinesDensity': 0.13636363636363635, 'functionDefinitionDensity': 0.045454545454545456, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.3468286099865047}","def satisfies_constraint(self, site):
        
        if not site.is_ordered:
            return False

        if self.species_constraints \
                and str(site.specie) in self.species_constraints:
            satisfies_constraints = True
        else:
            satisfies_constraints = False

        if self.site_constraint_name \
                and self.site_constraint_name in site.properties:
            prop = site.properties[self.site_constraint_name]
            if prop in self.site_constraints:
                satisfies_constraints = True
            else:
                satisfies_constraints = False

        return satisfies_constraints"
"def get_structure(atoms, cls=None):
        """"""
        Returns pymatgen structure from ASE Atoms.

        Args:
            atoms: ASE Atoms object
            cls: The Structure class to instantiate (defaults to pymatgen structure)

        Returns:
            Equivalent pymatgen.core.structure.Structure
        """"""
        symbols = atoms.get_chemical_symbols()
        positions = atoms.get_positions()
        lattice = atoms.get_cell()

        cls = Structure if cls is None else cls
        return cls(lattice, symbols, positions,
                   coords_are_cartesian=True)",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 6.410714285714286, 'avgLineLength': 31.72222222222222, 'emptyLinesDensity': 0.16666666666666666, 'functionDefinitionDensity': 0.05555555555555555, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.32142857142857145}","def get_structure(atoms, cls=None):
        
        symbols = atoms.get_chemical_symbols()
        positions = atoms.get_positions()
        lattice = atoms.get_cell()

        cls = Structure if cls is None else cls
        return cls(lattice, symbols, positions,
                   coords_are_cartesian=True)"
"def get(self, name):
        """"""Retrieve a plugin by name.""""""
        try:
            return self.plugins[name]
        except KeyError:
            raise RuntimeError(""plugin {} does not exist"".format(name))",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 4.916666666666667, 'avgLineLength': 34.0, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.16666666666666666, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.3157894736842105}","def get(self, name):
        
        try:
            return self.plugins[name]
        except KeyError:
            raise RuntimeError(""plugin {} does not exist"".format(name))"
"def _remove_ordered_from_queue(self, last_caught_up_3PC=None):
        """"""
        Remove any Ordered that the replica might be sending to node which is
        less than or equal to `last_caught_up_3PC` if `last_caught_up_3PC` is
        passed else remove all ordered, needed in catchup
        """"""
        to_remove = []
        for i, msg in enumerate(self.outBox):
            if isinstance(msg, Ordered) and \
                    (not last_caught_up_3PC or
                     compare_3PC_keys((msg.viewNo, msg.ppSeqNo), last_caught_up_3PC) >= 0):
                to_remove.append(i)

        self.logger.trace('{} going to remove {} Ordered messages from outbox'.format(self, len(to_remove)))

        # Removing Ordered from queue but returning `Ordered` in order that
        # they should be processed.
        removed = []
        for i in reversed(to_remove):
            removed.insert(0, self.outBox[i])
            del self.outBox[i]
        return removed",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 5.579439252336448, 'avgLineLength': 43.22727272727273, 'emptyLinesDensity': 0.09090909090909091, 'functionDefinitionDensity': 0.045454545454545456, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.30246913580246915}","def _remove_ordered_from_queue(self, last_caught_up_3PC=None):
        
        to_remove = []
        for i, msg in enumerate(self.outBox):
            if isinstance(msg, Ordered) and \
                    (not last_caught_up_3PC or
                     compare_3PC_keys((msg.viewNo, msg.ppSeqNo), last_caught_up_3PC) >= 0):
                to_remove.append(i)

        self.logger.trace('{} going to remove {} Ordered messages from outbox'.format(self, len(to_remove)))

        
        
        removed = []
        for i in reversed(to_remove):
            removed.insert(0, self.outBox[i])
            del self.outBox[i]
        return removed"
